#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_24h/mapped_ERR405233.sorted.bam Mapped Reads/million: 20.884485
#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_24h/mapped_ERR405234.sorted.bam Mapped Reads/million: 24.389042
#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_24h/mapped_ERR405235.sorted.bam Mapped Reads/million: 19.816820

    	mapped_ERR405233.sorted.bam	mapped_ERR405234.sorted.bam	mapped_ERR405235.sorted.bam	
cds4183	      1.601       1.552       3.153	      2.015       1.869       3.884	      1.355       1.253       2.607	
cds3099	     23.810       3.728      27.538	     34.123       4.428      38.552	     17.540       3.652      21.192	
cds4182	      1.034       0.840       1.874	      1.107       0.443       1.549	      1.226       0.817       2.043	
cds4181	      0.300       0.342       0.642	      0.476       0.476       0.953	      0.271       0.135       0.406	
cds4180	      0.507       0.507       1.013	      0.506       0.687       1.193	      0.267       0.311       0.578	
cds3091	      0.951       1.011       1.962	      1.451       1.298       2.749	      1.504       1.316       2.819	
ybgF	     29.009      34.288      63.297	     40.274      46.718      86.993	     25.839      31.147      56.986	
brnQ	      7.980      12.116      20.096	     12.518      17.302      29.820	      7.913      10.781      18.694	
ybgC	     15.724      10.404      26.128	     24.095      16.300      40.395	     20.434      11.961      32.395	
pfkB	     36.181      33.923      70.104	     38.277      36.124      74.401	     38.131      36.021      74.152	
pfkA	     16.209      22.872      39.082	     20.991      28.867      49.858	     21.642      28.035      49.676	
sigE	      1.680       2.100       3.780	      2.638       3.237       5.875	      1.033       1.623       2.656	
cds4179	      0.223       0.297       0.520	      0.636       0.572       1.208	      0.548       0.626       1.174	
sigD	      0.767       0.738       1.505	      1.386       1.362       2.748	      0.808       0.748       1.556	
cds4178	      0.370       0.246       0.616	      0.633       0.580       1.214	      0.520       0.390       0.909	
mug	     19.550      18.889      38.438	     19.571      18.439      38.010	     17.517      15.925      33.442	
cds4177	      0.316       1.264       1.580	      0.812       2.706       3.518	      0.833       1.665       2.498	
cds4176	      1.319       1.979       3.298	      2.372       3.050       5.422	      1.807       1.807       3.614	
cds4175	      2.260       1.695       3.955	      2.419       1.330       3.749	      1.489       1.191       2.679	
ybfM	      6.092       5.751      11.843	      6.907       6.469      13.376	      4.914       4.770       9.684	
cds3085	      0.788       0.788       1.576	      1.350       1.012       2.362	      1.038       1.038       2.077	
cds3082	     35.593      45.009      80.602	     34.442      48.724      83.166	     31.287      45.080      76.366	
cds3081	     57.078      50.408     107.485	     65.032      58.627     123.659	     51.969      45.692      97.661	
ybfF	      5.838       5.465      11.303	      6.807       6.382      13.189	      5.040       4.712       9.752	
ybfE	      4.235       2.769       7.003	      7.252       3.905      11.157	      4.463       2.060       6.522	
ybfA	    107.562     114.039     221.601	     94.285      99.633     193.918	     95.074     102.387     197.461	
betA	      1.706       1.523       3.229	      1.356       1.565       2.921	      1.605       1.220       2.825	
mtn	     14.796      13.152      27.949	     17.773      16.366      34.139	     12.561      11.479      24.040	
ybeZ	     32.583      30.775      63.358	     42.814      39.605      82.419	     28.623      26.950      55.573	
ordL	      2.243       2.023       4.266	      2.929       2.425       5.354	      2.403       2.093       4.496	
tar	     58.715      56.583     115.298	     68.213      65.302     133.516	     79.337      76.058     155.394	
cds4168	      1.728       1.769       3.497	      1.409       1.339       2.748	      1.777       1.517       3.295	
cds4167	      3.327       2.495       5.822	      3.663       2.679       6.342	      3.089       2.588       5.676	
sifB	    174.512     159.709     334.220	    266.017     237.993     504.010	    123.953     115.304     239.258	
sifA	     52.761      49.587     102.348	     70.486      65.538     136.025	     35.438      33.641      69.080	
tag	     18.182      19.499      37.681	     24.869      28.814      53.683	     15.087      17.168      32.254	
ybeL	     32.225      29.497      61.722	     29.497      28.027      57.524	     30.980      27.999      58.979	
ybeK	     16.421      14.887      31.308	     20.720      18.661      39.381	     14.341      12.562      26.902	
ybeJ	    205.941     183.627     389.568	    271.356     234.026     505.382	    148.284     135.818     284.102	
cds3073	      1.663       1.801       3.464	      2.050       2.179       4.229	      2.071       2.191       4.262	
dadX	     68.761      96.927     165.688	     90.082     123.925     214.007	     54.608      77.177     131.786	
ggt	      2.939       2.830       5.769	      2.635       2.729       5.363	      3.358       3.532       6.890	
cds3071	      4.170       4.376       8.547	      4.321       4.277       8.597	      3.744       3.798       7.542	
ybeF	      2.761       2.208       4.969	      2.880       2.665       5.544	      2.539       2.116       4.655	
cds3070	      2.112       2.817       4.929	      3.819       3.216       7.035	      3.710       3.710       7.421	
ybeD	     90.686      91.231     181.917	    113.221     112.600     225.822	     64.989      67.283     132.272	
ybeB	     12.196      16.262      28.458	     16.504      18.567      35.071	     13.171      11.108      24.279	
ybeA	      6.241       8.287      14.528	     10.689      14.894      25.582	      9.057      11.753      20.810	
ybdZ	      0.219       0.437       0.656	      0.936       0.562       1.498	      0.461       0.000       0.461	
ybdR	      7.613       7.265      14.879	      9.961       9.299      19.260	      5.254       4.969      10.223	
ybdQ	    740.894     733.974    1474.868	    827.304     822.525    1649.830	    608.487     603.664    1212.151	
fimZ	      1.210       1.059       2.269	      0.518       0.777       1.295	      0.717       0.957       1.674	
dadA	    228.722     211.988     440.710	    267.981     247.527     515.508	    195.012     182.619     377.631	
fimY	      5.960       6.159      12.120	      6.749       7.146      13.894	      7.678       7.957      15.634	
ybdO	      3.765       3.924       7.689	      3.996       3.769       7.765	      3.688       3.353       7.041	
cds4152	      4.068       3.585       7.653	      4.192       3.631       7.823	      4.142       3.778       7.920	
fimW	      1.925       1.845       3.770	      1.923       2.060       3.983	      2.874       2.536       5.410	
cds4151	      0.420       0.378       0.798	      0.504       0.647       1.151	      1.062       0.797       1.859	
cds3067	      2.982       0.877       3.859	      2.703       1.202       3.905	      1.848       1.664       3.512	
cds3066	      6.815       8.249      15.064	      9.828      11.671      21.499	      6.048      10.395      16.443	
cds3065	      5.623       3.627       9.250	     10.406       6.989      17.395	      9.557       5.543      15.100	
ybdH	      5.892       4.089       9.981	      5.874       4.104       9.978	      7.970       5.653      13.623	
cds3062	      3.192       3.040       6.232	      4.816       5.207      10.023	      3.845       4.566       8.410	
ybdG	      8.019       8.518      16.536	     11.893      11.959      23.852	      9.017       9.462      18.479	
cds3061	      2.291       2.765       5.057	      2.300       2.842       5.142	      1.665       1.915       3.581	
ybdF	     22.449      25.823      48.272	     24.668      30.446      55.114	     15.180      23.385      38.565	
cds3060	      0.248       0.389       0.637	      0.152       0.212       0.364	      0.075       0.224       0.298	
ybdB	      0.578       0.116       0.694	      0.297       0.396       0.693	      0.488       0.244       0.731	
ybdA	      0.462       0.346       0.808	      0.593       0.461       1.054	      0.527       0.486       1.013	
mrr	      3.035       3.035       6.070	      3.764       4.033       7.797	      3.309       3.144       6.453	
fimI	      0.359       0.448       0.807	      0.307       0.461       0.768	      0.189       0.283       0.472	
fimH	      1.330       1.093       2.423	      1.546       1.627       3.173	      1.652       1.802       3.454	
mrp	     31.965      31.965      63.930	     42.812      43.071      85.883	     25.504      25.186      50.689	
fimF	      0.830       1.199       2.030	      0.869       0.948       1.817	      0.972       1.750       2.722	
fimD	      0.403       0.440       0.843	      0.518       0.392       0.910	      0.753       0.541       1.294	
fimC	      0.967       0.829       1.796	      0.828       0.828       1.657	      1.019       1.092       2.112	
fimA	      0.345       0.259       0.604	      0.739       0.665       1.404	      0.636       0.636       1.273	
cds4147	      1.808       1.395       3.202	      1.990       1.548       3.538	      2.177       1.796       3.974	
dacC	     10.667       9.911      20.578	     16.155      15.065      31.220	      9.816       9.102      18.918	
plsX	      4.611       7.936      12.547	      5.543       9.491      15.034	      5.327       7.476      12.802	
sopE	      3.841       4.636       8.477	      5.898       6.919      12.817	      5.444       6.631      12.075	
sopD	      1.907       1.857       3.764	      2.321       2.106       4.427	      1.481       1.428       2.909	
dacA	      7.467       7.269      14.736	     12.652      12.314      24.967	      6.703       6.870      13.573	
cds4142	      5.783       4.858      10.641	      8.121       8.121      16.242	      7.313       5.607      12.920	
