#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_30min/ERR405227.sorted.bam Mapped Reads/million: 38.542759
#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_30min/ERR405228.sorted.bam Mapped Reads/million: 37.642071
#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_30min/ERR405229.sorted.bam Mapped Reads/million: 31.734760

    	ERR405227.sorted.bam	ERR405228.sorted.bam	ERR405229.sorted.bam	
    	      Sense   Antisense       Total	      Sense   Antisense       Total	      Sense   Antisense       Total	
cds2020	      1.624       1.533       3.157	      2.741       2.881       5.622	      2.001       1.945       3.946	
waaJ	      5.774       6.005      11.779	      9.749      11.378      21.127	      4.364       4.426       8.789	
ispZ	     33.296      49.776      83.073	     46.343      70.843     117.186	     26.318      38.222      64.540	
waaI	      7.139       7.216      14.354	     13.728      14.069      27.797	      6.340       6.433      12.772	
waaG	      6.504       6.296      12.800	      8.312       8.100      16.412	      5.322       5.378      10.700	
rbsK	     17.827      24.829      42.656	     25.138      35.564      60.702	     14.468      19.754      34.222	
waaF	     13.555      23.046      36.601	     21.035      31.590      52.625	     11.377      18.479      29.856	
hexR	     34.087      30.061      64.147	     34.414      30.749      65.163	     27.237      24.992      52.229	
waaC	     15.257      14.060      29.318	     22.111      21.665      43.775	     12.221      11.858      24.079	
waaB	      7.399       7.591      14.991	     12.250      12.471      24.721	      5.952       6.156      12.108	
argH	      8.761       9.082      17.843	     10.553      11.190      21.743	     11.831      12.426      24.257	
uxuB	     32.550      32.357      64.907	     41.030      43.177      84.207	     28.238      28.901      57.139	
rbsD	     73.697      68.569     142.266	     81.722      77.547     159.270	     61.297      57.395     118.692	
argG	      7.544       7.600      15.144	     10.268      10.438      20.706	      6.369       6.414      12.783	
uxuA	    500.535     491.383     991.917	    475.700     467.271     942.970	    447.884     439.189     887.073	
rbsC	     11.361       4.324      15.685	     14.191       5.033      19.223	      9.721       4.208      13.929	
rbsB	     62.461      57.336     119.796	     83.246      74.182     157.428	     47.638      43.076      90.714	
argE	     11.937      14.437      26.373	     18.264      21.608      39.872	      9.410      11.297      20.707	
argD	      2.599       2.982       5.581	      3.272       4.188       7.459	      2.251       2.794       5.045	
rbsA	      6.047       7.718      13.765	      6.368       7.991      14.359	      5.754       7.009      12.763	
argC	      3.330       6.299       9.629	      3.806       7.454      11.261	      3.982       6.020      10.002	
argB	      5.665       5.062      10.727	      7.654       6.590      14.244	      7.532       6.514      14.046	
argA	      2.941       2.746       5.688	      3.750       3.550       7.300	      2.224       2.224       4.448	
mdfA	      1.831       1.599       3.430	      2.586       2.241       4.826	      2.658       2.198       4.856	
yijP	      3.471       3.082       6.554	      4.688       4.290       8.978	      4.634       3.925       8.559	
yijO	      7.130       7.099      14.228	      9.363       9.427      18.790	     10.767      10.466      21.233	
asr	      7.360       9.384      16.745	     10.834      13.754      24.588	      8.828      10.727      19.555	
cds139	      2.647       2.647       5.294	      2.683       2.737       5.421	      2.737       2.769       5.507	
cds2019	      1.241       1.460       2.700	      1.980       2.242       4.222	      1.152       1.596       2.748	
cds2018	      1.711       1.867       3.578	      3.599       3.950       7.549	      2.078       2.116       4.194	
cds2017	     44.090       2.035      46.125	     56.084       5.730      61.814	     37.278       4.943      42.221	
ispB	     27.360      27.600      54.960	     33.535      34.465      68.000	     27.264      27.524      54.788	
cds2015	      3.370       7.062      10.433	      3.375       9.211      12.585	      2.558       4.484       7.043	
ispA	     16.749      25.138      41.887	     23.732      33.060      56.792	     17.296      25.209      42.505	
cds2013	    297.315     932.446    1229.761	    439.095    1246.119    1685.214	    245.172     782.912    1028.084	
yijD	     63.638      82.592     146.230	     77.263     108.699     185.962	     74.401     101.536     175.937	
yijC	     63.843      45.894     109.737	     77.442      55.053     132.496	     76.400      53.658     130.058	
nlp	      9.459       8.648      18.108	     10.977      10.055      21.031	     12.036      10.504      22.539	
asd	     21.750      20.601      42.351	     35.757      33.861      69.619	     17.535      16.140      33.675	
yiiU	    700.413     291.776     992.188	    755.139     297.318    1052.457	    672.764     280.843     953.607	
yiiR	      6.834       4.354      11.188	      8.670       6.193      14.862	      8.594       5.435      14.029	
yiiQ	      9.561       6.867      16.428	     11.837       7.921      19.758	      8.762       7.073      15.835	
yiiP	     24.470      16.284      40.755	     31.127      21.561      52.688	     26.734      19.005      45.739	
yiiM	      2.481      53.372      55.853	      4.763      55.390      60.153	      3.097      38.667      41.764	
yiiL	     19.768      13.508      33.276	     23.361      16.952      40.313	     22.408      16.206      38.614	
yiiG	      2.380       3.111       5.491	      3.523       4.464       7.987	      3.549       4.522       8.071	
yiiF	     48.244      11.045      59.288	     63.161      17.497      80.658	     65.427      15.439      80.866	
cds2002	     25.490      33.456      58.946	     29.829      50.336      80.164	     24.048      24.324      48.372	
cds2001	      1.932      11.409      13.341	      1.507      12.529      14.037	      1.900      11.286      13.186	
yiiD	     31.344      23.822      55.166	     36.790      30.591      67.381	     35.331      27.437      62.768	
hrpB	      5.971       4.994      10.965	      7.311       5.820      13.131	      6.245       5.433      11.678	
hrpA	      5.903       5.717      11.620	      7.766       7.685      15.451	      5.522       5.474      10.996	
yihZ	     21.325      11.610      32.935	     30.327      17.468      47.795	     28.490      12.950      41.439	
yihX	     36.367      33.513      69.879	     43.701      40.292      83.993	     36.973      34.662      71.635	
yihW	     41.951      48.405      90.356	     42.393      51.282      93.675	     44.327      50.716      95.043	
yihV	     12.177       3.240      15.417	     14.749       4.087      18.836	     12.225       2.845      15.071	
yihU	      1.417       1.215       2.632	      1.836       1.599       3.436	      1.300       1.230       2.529	
yihT	      1.387       1.151       2.538	      1.813       1.602       3.415	      1.685       1.362       3.047	
spiC	    144.590      69.863     214.453	    193.019      96.302     289.321	    112.833      54.324     167.157	
yihR	      3.480       2.860       6.340	      4.904       4.586       9.490	      4.436       4.185       8.621	
yihQ	      2.356       2.471       4.827	      2.947       3.104       6.051	      2.769       2.893       5.662	
spiA	    112.360     119.011     231.371	    137.827     147.358     285.185	     83.692      89.577     173.269	
yihP	      1.501       1.445       2.945	      2.324       2.401       4.725	      2.119       2.233       4.352	
yihI	     22.878      18.956      41.834	     29.913      24.352      54.265	     22.412      18.626      41.038	
ruvC	      4.374       6.362      10.736	      5.395       8.550      13.945	      4.588       6.520      11.107	
yihG	      2.112       1.969       4.082	      2.806       2.864       5.670	      2.357       2.253       4.611	
ruvB	     10.137      11.600      21.736	     12.902      14.978      27.880	     11.626      13.589      25.215	
ruvA	     19.120      14.075      33.195	     23.137      16.061      39.198	     22.346      16.579      38.926	
yihE	     55.334      62.379     117.713	     86.131      91.218     177.349	     51.465      60.085     111.550	
yihD	    203.334     144.621     347.954	    251.688     180.846     432.534	    204.589     151.487     356.076	
yigZ	      8.395      13.880      22.275	     11.836      24.881      36.717	      8.044      12.143      20.188	
yigP	     11.431      15.113      26.545	     18.719      23.278      41.997	     13.520      15.548      29.067	
apt	      2.773       3.901       6.674	      2.791       4.716       7.508	      2.455       3.653       6.108	
yigN	      6.183       5.584      11.767	      7.983       6.665      14.648	      6.540       5.791      12.331	
yigM	      1.355       1.499       2.854	      2.391       2.420       4.811	      1.996       1.716       3.711	
yigL	      5.895       7.029      12.924	      6.799       9.088      15.887	      5.311       6.255      11.566	
yigI	     43.741      39.694      83.435	     66.926      58.809     125.734	     40.130      35.214      75.344	
apl	    160.796      80.398     241.194	    206.078     109.216     315.294	    221.097     101.925     323.022	
lipB	      9.234      10.270      19.504	     11.577      12.591      24.168	      8.972       9.793      18.764	
yigF	      1.771       1.226       2.996	      1.883       1.743       3.626	      1.323       1.571       2.895	
lipA	     17.512      17.619      35.131	     22.936      23.211      46.147	     14.581      14.810      29.391	
cds101	      3.336       2.965       6.301	      4.554       3.922       8.476	      5.027       2.926       7.953	
cds100	     46.676      44.165      90.840	     57.900      54.912     112.812	     38.913      36.594      75.507	
yigC	     30.120      27.226      57.346	     42.211      38.601      80.812	     24.949      22.179      47.128	
