#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_6h/mapped_ERR405230.sorted.bam Mapped Reads/million: 30.700644
#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_6h/mapped_ERR405231.sorted.bam Mapped Reads/million: 30.864573
#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_6h/mapped_ERR405232.sorted.bam Mapped Reads/million: 19.470339

    	mapped_ERR405230.sorted.bam	mapped_ERR405231.sorted.bam	mapped_ERR405232.sorted.bam	
    	      Sense   Antisense       Total	      Sense   Antisense       Total	      Sense   Antisense       Total	
yifL	     52.531      26.026      78.557	     63.370      30.811      94.181	     37.765      16.617      54.381	
yifK	      6.956       6.510      13.466	      7.925       7.480      15.405	      5.410       5.151      10.561	
yifE	     58.035      54.480     112.515	     70.247      67.571     137.818	     34.846      32.877      67.723	
ttk	      7.311       8.348      15.659	      9.280       9.172      18.452	      7.657       9.119      16.776	
yieN	      7.507       7.485      14.992	      8.268       8.765      17.033	      6.313       6.347      12.660	
yieG	      4.027       4.161       8.188	      4.802       5.289      10.092	      4.070       4.420       8.490	
yieE	      3.662       3.447       7.109	      4.371       3.771       8.143	      3.872       3.465       7.337	
cds2686	     20.641      19.298      39.939	     24.805      23.813      48.618	     18.209      17.181      35.390	
tsx	     13.949      13.459      27.408	     19.125      18.375      37.500	     10.224       9.868      20.092	
cds2682	     22.149      23.018      45.167	     23.544      25.704      49.247	     15.294      16.892      32.186	
cds1598	     28.592      24.068      52.659	     32.520      28.500      61.019	     27.297      23.968      51.265	
cds1597	     62.431      58.743     121.174	     75.905      73.358     149.262	     53.137      51.279     104.416	
cds1596	   1316.287    1306.692    2622.979	   1406.997    1397.955    2804.952	   1458.191    1447.441    2905.632	
cds1595	     18.836      15.382      34.218	     27.286      23.563      50.849	     16.926      13.489      30.414	
cds1593	      4.497       4.174       8.671	      6.129       5.635      11.764	      4.192       3.878       8.070	
yidZ	      7.286       7.503      14.789	      7.642       8.109      15.751	      5.403       5.801      11.205	
cds1592	      2.877       3.202       6.078	      5.538       5.261      10.800	      2.927       2.634       5.560	
yidY	      2.522       1.453       3.976	      3.382       2.127       5.509	      2.335       1.556       3.891	
cds1591	      4.160       4.108       8.267	      4.580       5.023       9.603	      3.465       3.713       7.178	
cds1590	      5.053       4.479       9.532	      6.273       4.562      10.836	      4.238       3.616       7.854	
speG	     22.063      31.934      53.997	     24.314      35.345      59.659	     16.021      24.353      40.374	
araE	      4.371       4.095       8.465	      4.874       4.942       9.816	      3.954       3.772       7.726	
araD	      6.880       7.207      14.087	      6.983       6.843      13.826	      5.830       6.937      12.766	
speE	      7.491       6.696      14.187	      9.671       8.655      18.326	      6.681       5.727      12.408	
araC	     11.012      11.666      22.678	     14.323      15.740      30.063	      9.471       9.956      19.427	
speD	      9.260       7.621      16.880	      9.740       8.884      18.625	      6.848       5.168      12.016	
araB	      1.657       1.733       3.391	      1.762       1.743       3.505	      1.622       1.682       3.304	
yidR	      7.831       5.177      13.008	      9.268       6.733      16.002	      6.530       4.144      10.674	
speB	     11.070      11.317      22.387	     16.112      16.640      32.751	      8.365       8.309      16.674	
tsf	     65.566      75.582     141.148	     78.071      90.430     168.501	     61.005      71.313     132.319	
araA	      2.969       2.167       5.136	      3.104       2.457       5.562	      2.768       1.743       4.511	
speA	      9.474       7.892      17.365	     11.718       9.587      21.305	      7.326       6.001      13.327	
pstS	     49.062      46.684      95.747	     51.011      49.206     100.218	     44.749      43.368      88.116	
cds3766	      2.027      25.913      27.940	      3.456      34.560      38.016	      2.054      21.229      23.283	
cds3765	     36.540      26.413      62.953	     46.315      35.515      81.830	     29.960      21.565      51.525	
amn	     15.514      16.006      31.520	     21.577      22.513      44.090	     10.907      11.296      22.203	
yidG	      4.756       4.935       9.691	      6.516       6.337      12.853	      4.952       3.820       8.772	
cds2678	      2.850       2.593       5.443	      2.976       2.409       5.386	      2.561       2.202       4.763	
yidF	      4.171       5.398       9.569	      5.308       6.773      12.081	      4.062       4.159       8.221	
yidE	      4.586       4.390       8.976	      5.049       4.854       9.903	      4.481       4.234       8.715	
yidC	      5.676       5.636      11.312	      8.085       8.046      16.131	      5.582       5.582      11.164	
cds2674	     35.401      33.485      68.886	     42.746      40.749      83.495	     32.514      31.507      64.020	
cds2673	      2.705       2.901       5.605	      3.002       3.314       6.316	      2.163       2.349       4.512	
yidA	     18.991      18.870      37.861	     22.716      23.313      46.029	     16.299      16.551      32.850	
cds2672	      2.678       1.776       4.454	      3.532       2.982       6.515	      3.718       2.524       6.242	
nfo	      7.820       7.593      15.413	      9.440       9.591      19.032	      6.644       6.525      13.169	
aegA	      1.524       1.506       3.030	      1.916       1.742       3.658	      1.243       1.270       2.513	
pstC	     12.554      13.843      26.397	     12.589      14.175      26.763	      8.935       9.523      18.458	
pstB	     11.741       9.595      21.336	     12.014      10.674      22.688	      8.892       8.295      17.186	
nfi	     10.954      13.814      24.769	     12.150      15.236      27.385	      8.560      10.700      19.260	
cds1582	      3.782       3.221       7.003	      5.169       4.247       9.417	      3.193       2.539       5.732	
pstA	      6.324       7.165      13.490	      5.854       6.473      12.327	      4.842       4.669       9.511	
cds1581	     15.909      15.706      31.615	     19.030      19.145      38.175	     14.465      14.557      29.022	
alr	      3.468       3.830       7.299	      4.560       4.950       9.510	      2.806       3.091       5.897	
yicN	      5.251       3.264       8.516	      5.082       3.247       8.329	      4.700       3.245       7.945	
yicL	      9.162       9.126      18.288	     14.029      13.742      27.771	      8.873       8.873      17.746	
yicJ	      0.612       0.589       1.201	      0.914       0.843       1.757	      0.557       0.446       1.003	
yicH	     12.953      12.039      24.991	     14.968      13.945      28.913	     11.233      10.903      22.136	
cds2666	     14.192      11.671      25.863	     15.290      13.308      28.597	      9.746       8.400      18.146	
cds2663	     21.473      13.960      35.432	     30.857      21.889      52.746	     17.273      12.381      29.654	
cds2662	     16.368      19.837      36.205	     20.707      24.888      45.595	     15.125      18.214      33.339	
cds2661	      5.025       3.230       8.255	      7.408       5.177      12.585	      5.942       2.688       8.631	
cds1577	      4.122       4.172       8.294	      4.950       4.950       9.900	      2.378       3.250       5.627	
cds1575	      4.301       7.685      11.986	      8.275      10.730      19.005	      4.780       7.893      12.673	
uraA	      1.212       1.111       2.323	      1.306       1.306       2.612	      1.035       1.035       2.070	
cds1574	     10.364      11.154      21.518	     12.076      14.531      26.607	      9.027       7.315      16.342	
nei	     14.888      15.998      30.886	     19.227      20.250      39.477	     13.035      14.526      27.561	
pssA	     11.698      12.035      23.733	     18.661      18.924      37.584	      9.924      10.378      20.302	
hepA	      2.734       2.801       5.535	      3.645       3.667       7.311	      2.986       3.074       6.060	
yibL	     12.204      14.806      27.009	     13.835      15.798      29.633	     10.046      11.744      21.789	
yibK	      4.535       3.092       7.628	      4.101       3.008       7.109	      3.792       2.492       6.285	
cds2656	      2.523       2.095       4.617	      2.656       2.113       4.769	      2.791       2.419       5.210	
tpx	    444.902     444.838     889.740	    546.192     549.515    1095.707	    301.070     302.285     603.355	
cds2655	      4.050       3.563       7.613	      4.894       4.409       9.302	      4.280       3.578       7.858	
cds2654	      3.187       3.349       6.536	      2.472       3.278       5.749	      3.407       4.259       7.666	
cds2653	      3.578       4.098       7.677	      3.468       3.438       6.906	      2.845       2.990       5.835	
cds773	      0.278       0.278       0.557	      0.185       0.462       0.646	      0.878       0.293       1.171	
cds2652	      2.557       2.916       5.474	      2.901       3.035       5.935	      2.122       2.264       4.386	
cds1568	     14.446      18.219      32.665	     23.430      26.359      49.789	      9.576      10.881      20.457	
cds2651	      1.617       1.247       2.865	      2.711       2.803       5.515	      1.384       1.676       3.060	
cds1567	      8.814       5.748      14.562	     10.355       7.200      17.555	      6.579       4.465      11.044	
cds771	      1.850       1.019       2.869	      1.920       1.013       2.933	      2.240       1.268       3.509	
cds2650	      2.129       2.022       4.151	      2.647       2.047       4.694	      2.014       1.734       3.749	
spak	      2.475       2.076       4.551	      1.906       2.224       4.129	      1.259       0.881       2.140	
