#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_0h/ERR405224.sorted.bam
#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_0h/ERR405225.sorted.bam
#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_0h/ERR405226.sorted.bam

    	ERR405224.sorted.bam	ERR405225.sorted.bam	ERR405226.sorted.bam	
    	  Sense Antisense  Total	  Sense Antisense  Total	  Sense Antisense  Total	
ybiR	    200     241     441	    198     240     438	     93     119     212	
ybiP	    315     355     670	    256     309     565	    141     164     305	
ybiK	    379     324     703	    417     373     790	    230     197     427	
ybiJ	    644     520    1164	    509     433     942	    357     269     626	
ybiI	    250     186     436	    229     164     393	    130      86     216	
ybiH	    178     137     315	    148     116     264	    106      73     179	
ybiF	    191     152     343	    169     132     301	     79      64     143	
dnaX	   1040     941    1981	    951     841    1792	    520     455     975	
pyrL	      0       5       5	      2       4       6	      1       4       5	
dnaT	    776     638    1414	    689     561    1250	    358     304     662	
pyrI	    119      86     205	    106      89     195	     53      42      95	
pyrH	    523     580    1103	    516     580    1096	    257     286     543	
pyrG	   2917    2365    5282	   2851    2227    5078	   1458    1172    2630	
dnaQ	   1267    1161    2428	   1056     998    2054	    730     685    1415	
cds4199	    158     144     302	    131     125     256	     59      55     114	
pyrF	     97      95     192	     85      83     168	     43      41      84	
ybhT	    278     174     452	    224     139     363	    119     103     222	
cds4198	     52      55     107	     62      61     123	     37      36      73	
pyrE	    172     114     286	    134      88     222	     80      52     132	
dnaN	    304     374     678	    334     421     755	    168     210     378	
tdk	    963     861    1824	    858     759    1617	    432     389     821	
pyrD	     59      56     115	     57      51     108	     29      28      57	
pyrC	    223     229     452	    218     222     440	     98     101     199	
pyrB	     87      68     155	     76      52     128	     43      33      76	
ybhP	     16      20      36	     14      15      29	     14      12      26	
tdh	   1542    1573    3115	   1494    1575    3069	    691     742    1433	
dnaK	  27634   27249   54883	  26412   25929   52341	  14513   14306   28819	
ybhO	     38      32      70	     27      25      52	     18      19      37	
cds4193	    457    1184    1641	    418    1081    1499	    244     587     831	
orgA	    493     442     935	    445     392     837	    223     214     437	
dnaJ	   2559    3574    6133	   2319    3195    5514	   1297    1817    3114	
ybhN	     76      68     144	     55      43      98	     24      20      44	
vexE	   5367    5267   10634	   5883    5792   11675	   2375    2306    4681	
vexD	   4335    4720    9055	   4865    5218   10083	   1923    2040    3963	
vexC	   3195    3192    6387	   3380    3272    6652	   1361    1336    2697	
dnaG	   3857    3473    7330	   3211    2843    6054	   2111    1893    4004	
vexB	   3649    3172    6821	   3760    3294    7054	   1650    1501    3151	
vexA	   3101    3035    6136	   3381    3248    6629	   1387    1339    2726	
dnaE	    757     646    1403	    769     583    1352	    386     303     689	
dnaC	    801     886    1687	    715     790    1505	    394     434     828	
dnaB	    503     473     976	    448     413     861	    235     220     455	
ybhF	    184     173     357	    163     159     322	     82      80     162	
dnaA	    753     993    1746	    802    1045    1847	    342     453     795	
ybhE	    781     846    1627	    777     816    1593	    340     367     707	
ybhC	    245     238     483	    275     272     547	     95      91     186	
ybhB	    340     259     599	    267     199     466	    179     152     331	
ybhA	    421     430     851	    388     383     771	    201     199     400	
pflB	   9431    8882   18313	   9830    9372   19202	   4273    3987    8260	
pflA	    981    1311    2292	    934    1222    2156	    463     642    1105	
cds4188	     44      25      69	     28      15      43	     20       6      26	
ybgR	    280     204     484	    209     153     362	    169     142     311	
cds4183	    239     211     450	    205     186     391	    115     104     219	
cds3099	   1491     549    2040	   1307     430    1737	    666     213     879	
cds4182	     42      21      63	     46      24      70	     20       6      26	
cds4181	     24      16      40	     20      17      37	     10       6      16	
cds4180	     27      33      60	     19      23      42	     13      14      27	
cds3091	    130     135     265	    102     117     219	     67      66     133	
ybgF	   1426    1866    3292	   1521    1894    3415	    715     898    1613	
brnQ	    674     841    1515	    592     728    1320	    305     357     662	
ybgC	    553     446     999	    521     421     942	    250     189     439	
pfkB	   1343    1210    2553	   1103     989    2092	    680     601    1281	
pfkA	    676     946    1622	    608     883    1491	    290     420     710	
sigE	     45      52      97	     63      69     132	     15      17      32	
cds4179	     13      12      25	     11      11      22	      4       6      10	
sigD	     87      80     167	     94      75     169	     33      32      65	
cds4178	     15      13      28	     18      22      40	      8       9      17	
mug	    672     613    1285	    548     503    1051	    323     283     606	
cds4177	      7      16      23	     13      15      28	      5      10      15	
cds4176	     23      22      45	     25      27      52	      9      10      19	
cds4175	     20      12      32	     34      31      65	      8       7      15	
ybfM	    898     848    1746	    879     821    1700	    439     417     856	
cds3085	     14      16      30	     15      10      25	      7       1       8	
cds3082	   1660    1952    3612	   1426    1649    3075	    871    1072    1943	
cds3081	   3628    3237    6865	   3190    2836    6026	   2019    1816    3835	
ybfF	    277     266     543	    241     240     481	    144     140     284	
ybfE	    144      88     232	    144      87     231	     66      40     106	
ybfA	    761     868    1629	    612     687    1299	    551     604    1155	
betA	     81      90     171	     85      89     174	     34      30      64	
mtn	    488     412     900	    480     432     912	    242     207     449	
ybeZ	   3261    2974    6235	   2973    2725    5698	   1670    1542    3212	
ordL	    284     255     539	    266     225     491	    104      92     196	
tar	   3613    3471    7084	   2690    2543    5233	   1614    1506    3120	
cds4168	    101      92     193	     92      85     177	     38      36      74	
cds4167	    430     238     668	    436     256     692	    206     116     322	
sifB	  31384   29107   60491	  28699   26429   55128	  11915   11068   22983	
sifA	   4085    3751    7836	   4347    3971    8318	   1792    1634    3426	
